substance_name,cluster,umap1,umap2,manual_label
organopolysiloxanes with triethylene glycol groups,4,-1.7137135390318996,-3.127593507306004,Inorganic compounds & metal salts
organopolysiloxanes with trimethylolpropane groups,4,-1.7147117976225978,-3.1285056967896465,Inorganic compounds & metal salts
organopolysiloxanes with triphenylmethanediisocyanate groups,4,-1.7247866515196926,-3.1298508544129375,Inorganic compounds & metal salts
organopolysiloxanes with vinyl groups,3,-1.7113167170561916,-3.1136982340973858,Petroleum & coal tar fractions
pentenes,4,-1.7194444064177639,-3.1380154986542705,Inorganic compounds & metal salts
"phenolic resins alone or modified with glycerophthalic, epoxy or polyvinyl butyral resins or with butyl alcohol",6,1.723439442726218,6.136612663729762,"Polymers, fatty acids & surfactants"
phenols and/or methylphenols condensed with styrene and/or alpha-methyl-styrene,4,-1.1269174937285549,-1.6303499837082869,Inorganic compounds & metal salts
polyacetal resins,4,-2.5292025927580957,-0.8554899592560774,Inorganic compounds & metal salts
"polyamide resulting from the polymerisation of 1,3,5-benzene tricarbonyl chloride with 1,3-benzene diamine",4,-1.0916838768996364,-1.4107447762650496,Inorganic compounds & metal salts
polyglycols,3,-1.4527808550871975,-1.0132679839295393,Petroleum & coal tar fractions
polymers derived from the esterification of azelaic acid with n-hexyl and 2-ethylhexyl alcohols,4,-0.954661381629861,-0.7427151103180891,Inorganic compounds & metal salts
"polymers of butyl, ethyl and methyl acrylates and methyl methacrylates",4,-0.3695172194518215,-0.8619334597748762,Inorganic compounds & metal salts
"saturated, unsaturated and hydroxylated fatty acids (C8-C24)",4,-1.1410782460250026,-0.9935318131608015,Inorganic compounds & metal salts
silica and hydrated silicas,4,1.4972936387978428,0.0328792973744625,Inorganic compounds & metal salts
silicone oils,1,0.2694356318436497,3.268357525332546,Reaction masses
sodium pentamethylenedithiocarbamate,4,6.4587832566223975,-1.1057374377411848,Inorganic compounds & metal salts
"sorbitol esters with erucic, lauric, linoleic, myristic, oleic, pelargonic, palmitic, ricinoleic, stearic, 12-hydroxystearic acids",1,-0.6581601027526027,1.9516636233168596,Reaction masses
soya polymers,4,1.0147739525757664,-0.135842849747563,Inorganic compounds & metal salts
"terpenic resins from dipentene, alfapinene, betapinene",4,2.5080925103150244,1.4982661108809465,Inorganic compounds & metal salts
"terpolymers of ethylene, vinyl acetate and carbon monoxide",4,-1.1009214047469265,-1.5231568713349348,Inorganic compounds & metal salts
urea resins modified with butyl alcohol,4,-1.1559028748549587,-1.1041028399628645,Inorganic compounds & metal salts
xylenols,4,-1.3679205302275783,-1.7443518538636213,Inorganic compounds & metal salts
"alkyl(C8-C18)sulfonic acids, sodium salts",6,-2.153182638076699,-0.18906413509073317,"Polymers, fatty acids & surfactants"
"alkyl(C8-C18)sulfuric acids, sodium salts",4,-0.8924344901122219,0.9598154525595659,Inorganic compounds & metal salts
chlorobutadienes,1,-0.8681259278334743,0.842380593283748,Reaction masses
coumarone-indene resins,3,-1.9909209136046535,1.7378981213408464,Petroleum & coal tar fractions
"fatty acids, saturated and unsaturated, with an even number of C-atoms, C8-C22, unsaponifiables content not to exceed 2%, esters with pentaerythritol",4,-1.088717949775613,-1.5175063510102278,Inorganic compounds & metal salts
"fatty acids, linear, saturated and unsaturated, with an even number of C-atoms, C8-C22, unsaponifiables content not to exceed 2%",4,1.084461378666007,-0.477370371357823,Inorganic compounds & metal salts
fibres of pure cellulose,4,1.5638804312668675,0.009329227483546152,Inorganic compounds & metal salts
"hydrocarbon waxes, paraffin and microcrystalline (hydrogenated)",1,1.1739753957711094,2.89096809433279,Reaction masses
"organopolysiloxanes (silicones), with two methyl groups to each silicon atom, molecular weight 13,5-30",2,5.298044311615073,-0.32281710697832167,Complex substances (UVCB with structure)
"phthalic acid, esters with triethyleneglycol",3,-1.8162492636717922,-2.9688265223664287,Petroleum & coal tar fractions
"polyethyleneglycol (4-14) ethers of monohydric, linear, saturated, primary alcohols, C12-C18",4,0.7961677338801258,-0.6264555354279524,Inorganic compounds & metal salts
polyethyleneglycol (4-14) ethers of octyl- and/or nonylphenol,4,-0.9013662461318142,-0.8832355637711531,Inorganic compounds & metal salts
"polyethyleneglycol (8-14), esters with lauric, oleic, ricinoleic, and/or stearic acid",4,-1.0185401562728054,-0.8601703543824202,Inorganic compounds & metal salts
"quaternary ammonium compounds, di-C8-C18-alkyldimethyl, chlorides",4,0.7571878980718487,-0.5375477571648604,Inorganic compounds & metal salts
regenerated elastomers,3,-2.209057224182046,2.4740738968688007,Petroleum & coal tar fractions
rosin derivatives,4,1.0629833515606755,2.3912506203490254,Inorganic compounds & metal salts
silanols with at least one hydroxyl group and one or more methyl groups to each silicon atom,6,-1.5380054835356838,0.9001448254424089,"Polymers, fatty acids & surfactants"
"siloxanes, with one hydrogen atom and one methyl group to each silicon atom",4,-1.871774566558755,-2.8801751036805157,Inorganic compounds & metal salts
"siloxanes, with two methylgroups to each silicon atom and a vinyl group to the terminal silicon atoms",3,-1.843543422607339,-2.9337067504090313,Petroleum & coal tar fractions
soot (furnace black and channel black) and other carbon products like graphite and coke powder,3,-1.8480430964507228,-2.9111027617615703,Petroleum & coal tar fractions
"styrene (2 moles) condensed with 1 mole of a mixture of o-, m- and p-cresols, provided that the Brookfield viscosity of the end product is between 14 and 17 cP at 25 °C",1,1.217407333465659,3.3048067192870136,Reaction masses
styrene and/or alfa-methylstyrene and/or -alkene(C3-C12)phenol and/or methylphenol reaction products,4,-1.263202083496011,-1.1787053246659285,Inorganic compounds & metal salts
thioxylenols,4,-2.452223909286416,-0.9534783263367659,Inorganic compounds & metal salts
tris(mono- and dinonylphenyl) phosphite,4,-3.546752822784341,0.4497974912959093,Inorganic compounds & metal salts
hemp fibres,3,-3.5141099814452295,0.5690947871047014,Petroleum & coal tar fractions
linen fibres,1,0.8091536339245671,3.087615976794338,Reaction masses
CW501L-DW (CuZn10),6,0.7727828200779789,3.1177520851927754,"Polymers, fatty acids & surfactants"
CW506L-DW (CuZn33),6,1.8685051079712742,8.435397873385524,"Polymers, fatty acids & surfactants"
CW507L-DW (CuZn36),6,1.8647590752564305,8.4682901005583755,"Polymers, fatty acids & surfactants"
CW508L-DW (CuZn37),6,1.8349243279419774,8.403797874911403,"Polymers, fatty acids & surfactants"
CW509L-DW (CuZn40),6,1.8746603604279393,8.489137421115016,"Polymers, fatty acids & surfactants"
CW510L-DW (CuZn42),6,1.834746348472678,8.407938728793239,"Polymers, fatty acids & surfactants"
CuZn42Al (CC773S),6,1.8033758278809422,8.384890327914333,"Polymers, fatty acids & surfactants"
CuZn35Al1.5Sn,6,1.903294670196616,8.471794853671168,"Polymers, fatty acids & surfactants"
CuZn35AlSiFe,6,1.943960296722495,8.418653259738063,"Polymers, fatty acids & surfactants"
CW707R (CuZn30As),6,1.9234692927323216,8.328915367587184,"Polymers, fatty acids & surfactants"
CuZn35Al-C,6,1.7831569786988133,8.412153969271754,"Polymers, fatty acids & surfactants"
CW702R (CuZn20Al2As),6,1.9524689789734715,8.257084618075465,"Polymers, fatty acids & surfactants"
CC771S (CuZn36AlAsSb-C),6,1.8344709750138157,8.485261688693141,"Polymers, fatty acids & surfactants"
CuSn4Zn2PS,6,1.8178390141449803,8.37965274856863,"Polymers, fatty acids & surfactants"
CW724R (CuZn21Si3P),6,1.913297521682822,8.439130554659938,"Polymers, fatty acids & surfactants"
CC768S (CuZn21Si3P-C),6,1.8714588757477635,8.505946884615993,"Polymers, fatty acids & surfactants"
CC245E (CuSi4Zn4MnP-C),6,1.8504660006485814,8.522627602084254,"Polymers, fatty acids & surfactants"
CC246E (CuSi4Zn9MnP-C),6,1.887495863052451,8.524790535433864,"Polymers, fatty acids & surfactants"
CuSi4Zn4MnP,6,1.8849253531418675,8.536140213473415,"Polymers, fatty acids & surfactants"
CuSi4Zn9MnP,6,1.8815394516907566,8.50240207718191,"Polymers, fatty acids & surfactants"
CW453K (CuSn8),6,1.8940594073258274,8.519095192416286,"Polymers, fatty acids & surfactants"
CuSn10-C,6,1.8558753605805272,8.466841469271754,"Polymers, fatty acids & surfactants"
CW352 (CuNi10FeMn),6,1.8386517640076512,8.473391304476833,"Polymers, fatty acids & surfactants"
"CW352H (CuNi10Fe1Mn)
CW353H (CuNi30Fe2Mn2)
CW354H (CuNi30Mn1Fe)",6,1.895564424606406,8.472592125399684,"Polymers, fatty acids & surfactants"
CW024A (Cu-DHP),6,1.9064428683243626,8.48544765518484,"Polymers, fatty acids & surfactants"
CW004A (Cu-ETP),6,1.891653406234824,8.553694496615504,"Polymers, fatty acids & surfactants"
CW008A (Cu-OF),6,1.8958089228592747,8.5647256474333755,"Polymers, fatty acids & surfactants"
CW020A (Cu-PHC),6,1.9319823857270115,8.58836628006277,"Polymers, fatty acids & surfactants"
CW021A (Cu-HCP),6,1.8949673052750462,8.557402382357692,"Polymers, fatty acids & surfactants"
CW023A (Cu-DLP),6,1.8969848032914036,8.542485962374782,"Polymers, fatty acids & surfactants"
CW024A (Cu-DHP) with a tin layer of 1 µm thickness,6,1.8713399048767918,8.519973526461696,"Polymers, fatty acids & surfactants"
Galvanised steel,1,1.9016073819123143,8.548647652133083,Reaction masses
Carbon steel according to EN 10025 / EN 10213 / EN 10222,1,0.8203080322466725,4.228256950839137,Reaction masses
Cast iron according to EN 1561 / EN 1563,6,0.9402980681382054,3.492436657412624,"Polymers, fatty acids & surfactants"
Stainless steels according to EN 10088 and EN 10283,6,0.5145431112371319,4.141480694277858,"Polymers, fatty acids & surfactants"
Electroplating of the outer surface (tin plating applied by a galvanic process),6,0.4926972117148274,3.8524656395750996,"Polymers, fatty acids & surfactants"
Tin/Nickel platings applied by a galvanic process on the external surface,1,0.4690888699017399,4.166452179415797,Reaction masses
Electrolytic Nickel/Chromium platings,1,0.503457206102454,4.211431274874782,Reaction masses
NiCr7030,1,0.2852967854462498,4.175530682070827,Reaction masses
Ni55Ti45,6,1.6123467560730809,8.315785179598903,"Polymers, fatty acids & surfactants"
Ti1 according to ISO 23515:2022,6,1.2822733398400181,7.972552547915553,"Polymers, fatty acids & surfactants"
Ti2 according to ISO 23515:2022,6,-0.2733509663619167,5.640324364169215,"Polymers, fatty acids & surfactants"
Ti3 according to ISO 23515:2022,6,-0.2839064125098354,5.60817075775442,"Polymers, fatty acids & surfactants"
Ti4 according to ISO 23515:2022,6,-0.26836140194312397,5.639873753054713,"Polymers, fatty acids & surfactants"
Ti-6Al-4V according to ISO 23515:2022,6,-0.276750815299905,5.636285076602077,"Polymers, fatty acids & surfactants"
Ti3.5Al3.0V0.4Mo0.9Ni0.25Pd0.14Ru0.2Fe,6,-0.27039374151603046,5.651132355197047,"Polymers, fatty acids & surfactants"
Other copper alloys for Product Group D,6,-0.2675812367476589,5.619914780123805,"Polymers, fatty acids & surfactants"
Other passive metallic materials for Product Group D,1,0.3532194670163029,3.8025651078063007,Reaction masses
Hard brazing and soft soldering alloys meeting the maximum concentrations of the specified impurities,1,0.22133066019638714,3.7484400372344013,Reaction masses
benzenesulfonic acid 4-C10-C13-sec-alk derivs,1,0.3431836243592137,4.050174961550807,Reaction masses
carboxy methyl cellulose,3,-1.7735880736388332,0.8182988266783708,Petroleum & coal tar fractions
Reaction mass of 5-chloro-2-methyl-4-isothiazolin-3-one and 2-methyl-2H-isothiazol-3-one (CIT/MIT),4,1.3871711965523594,2.6868186096983906,Inorganic compounds & metal salts
coconut diethanolamide (cocamide DEA),5,-4.036040676025308,-7.8867819209259995,"Trade names, codes & biological materials"
ethoxylated tallow amine,4,1.8208765860520237,0.3808456163245195,Inorganic compounds & metal salts
"fatty acids, tall oils",4,-2.201649082092202,1.7990532021361345,Inorganic compounds & metal salts
hydroxy methyl cellulose,4,1.3926454063378209,2.688420782549953,Inorganic compounds & metal salts
"melamine formaldehyde, toluenesulfonamide polymer",4,2.2628420468293067,0.5720747213202471,Inorganic compounds & metal salts
methyl cellulose,4,1.3999537106476658,2.6783108811217304,Inorganic compounds & metal salts
methyl ethyl cellulose,3,-1.513035667327798,-1.7023453612488753,Petroleum & coal tar fractions
"cellulose, 2-hydroxypropyl methyl ether (HPMC)",1,1.407463657470786,2.6783185105162617,Reaction masses
"naphthalenesulfonic acid, polymer with formaldehyde, calcium salt",4,1.405725466819846,2.6804831127959248,Inorganic compounds & metal salts
"2-naphthalenesulfonic acid, polymer with formaldehyde, sodium salt",4,1.3938825603447789,2.6907744507628437,Inorganic compounds & metal salts
polycarboxylic acid salt type surfactant,1,-1.889058959869302,-1.1480617423218733,Reaction masses
polyethylene glycol branched nonylphenyl ether phosphate,3,-1.8995188597716457,-1.1572334666413313,Petroleum & coal tar fractions
polyoxyalkylene alkylether fatty acid,1,-2.3217102412261132,2.772180090411281,Reaction masses
"polysaccharide, Welan gum",4,-0.9684599761046535,-0.8114502329987532,Inorganic compounds & metal salts
sodium naphthalene sulfonic acid,4,1.3330988760910862,-0.28681026889505445,Inorganic compounds & metal salts
sodium resinate,4,2.378094660850608,3.2895143132048603,Inorganic compounds & metal salts
sulfite liquors (calcium lignosulfonate),1,-2.0997921351470117,-0.3144988317650801,Reaction masses
"sulfuric acid, mono-C12-C14-alkyl esters, sodium salts",1,1.3002459283791417,-2.433618773953343,Reaction masses
"sulfurous acid, monosodium salt, polymer with formaldehyde and 1,3,5-triazine-2,4,6-triamine",1,0.7922606345139378,1.8045461277800554,Reaction masses
"syrups, hydrolysed starch",4,-0.5686074618376857,0.5624558429556841,Inorganic compounds & metal salts
"syrups, hydrolysed starch, dehydrated",3,-1.9211577300109035,-1.2392513652009016,Petroleum & coal tar fractions
"tall oil, sodium salt",4,2.1788418169937964,2.445733318789577,Inorganic compounds & metal salts
tallow oleine,4,2.203794705482566,2.449402103884792,Inorganic compounds & metal salts
xylan (rosin wood),1,1.5928572889290684,1.244761000140285,Reaction masses
polypropylene glycol,6,2.4003544922791358,0.6402281622725481,"Polymers, fatty acids & surfactants"
hydrolysed starch,6,1.6537612553559178,5.012362728579616,"Polymers, fatty acids & surfactants"
poly(ethylenepropylene)glycol,4,-1.041405094055093,-0.716196705834294,Inorganic compounds & metal salts
"tert-decanoic acid, ethenyl ester, polymer with ethene, ethenyl acetate and methyl 2-methyl-2-propenoate",4,2.1608074780426856,2.425439129336452,Inorganic compounds & metal salts
"alcohols, C9-C11, branched and linear, ethoxylated propoxylated",4,-1.0147383336104518,-0.6815855999154097,Inorganic compounds & metal salts
diutan gum,4,-0.7236260298766262,-0.9566379089516646,Inorganic compounds & metal salts
"poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(isotridecyloxy)-, sodium salt (1:1)",4,-0.08390183487311664,-1.7714294095200545,Inorganic compounds & metal salts
"oxirane, methyl-,polymer with oxirane, mono(3,5,5-trimethylhexyl) ether",6,2.0481672163926,4.017656097872829,"Polymers, fatty acids & surfactants"
"acetic acid ethenyl ester, polymer with ethene",3,-2.3002363566435937,-0.4973460931939131,Petroleum & coal tar fractions
poly(vinyl alcohol-co-ethylene),3,-2.0110672835387353,-0.8214060564202315,Petroleum & coal tar fractions
"2-propenoic acid, homopolymer, ester with α-methyl-ω-hydroxypoly(oxy-1,2-ethanediyl), graft",4,-0.664807808784402,-0.9936642546814924,Inorganic compounds & metal salts
hydroxybutylcellulose,4,-1.5833979968108303,-0.799846698777104,Inorganic compounds & metal salts
"poly(oxy-1,2-ethanediyl), .alpha.-(4-hydroxybutyl)-.omega.-hydroxy",4,-1.5584067229308254,-0.4585621256989485,Inorganic compounds & metal salts
"oxirane, methyl-, polymer with oxirane, octadecanoate",4,1.3728697772942418,2.5999136071043965,Inorganic compounds & metal salts
"dodecanoic acid, ethenyl ester, polymer with chloroethene and ethene",3,-2.355347526458657,-0.5238706965607649,Petroleum & coal tar fractions
oleic acid-polyethyleneglycol-diester,3,-2.0901063803710107,-0.8418179650467879,Petroleum & coal tar fractions
"D-glucurono-D-gluco-6-deoxy-L-mannan, acetate, calcium magnesium potassium sodium salt",4,-0.6237992171324855,-0.9619599480790144,Inorganic compounds & metal salts
"amines, coco alkyl, ethoxylated",4,0.4814197298012608,-0.6806288261574751,Inorganic compounds & metal salts
"tert-decanoic acid, ethenyl ester, polymer with ethene and ethenyl acetate",1,0.008716332527243464,2.0128034453230854,Reaction masses
"distillates (petroleum), hydrotreated light",4,-2.2612885359801416,1.7031775812941545,Inorganic compounds & metal salts
"naphtha (petroleum), hydrotreated heavy; low boiling point hydrogen treated naphtha",4,-0.6895666245497829,-0.954101910130406,Inorganic compounds & metal salts
"solvent naphtha (petroleum), light arom.",2,8.242057907196127,-1.7986528773468977,Complex substances (UVCB with structure)
"rosin, fumarated",2,10.754234420868002,-1.6308476824921614,Complex substances (UVCB with structure)
"benzenamine, N-phenyl-, styrenated",2,10.41712199411019,-1.1365703244370466,Complex substances (UVCB with structure)
"D-glucopyranuronic acid, polymer with 6-​deoxy-​L-​mannose, D-​glucose and D-​mannose, calcium potassium sodium salt (Welan gum)",6,1.465102064224326,5.168308506472682,"Polymers, fatty acids & surfactants"
"oxirane, methyl-, polymer with oxirane, ether with 1,2,3-propanetriol (3:1), (9Z)-9-octadecenoate",3,-3.0555030230559472,-1.7650371689957625,Petroleum & coal tar fractions
rape oil,4,0.021889555069052546,0.6935601334410662,Inorganic compounds & metal salts
caramel (color),3,-2.101642501739419,-0.7994721431893355,Petroleum & coal tar fractions
white mineral oil (petroleum),2,2.6810079689942237,0.8221380810576433,Complex substances (UVCB with structure)
"poly(oxy-1,2-ethanediyl), a,a'-(2,2-dimethyl-1,3-propanediyl)bis[w-hydroxy-",1,1.9797763701401585,3.3405401806670185,Reaction masses
"acetic acid ethenyl ester, homopolymer",2,6.525063621612632,-1.0356718201798445,Complex substances (UVCB with structure)
"cellulose, ethyl 2-hydroxyethyl ether",3,-2.363499534515298,-0.5124727387589461,Petroleum & coal tar fractions
"cellulose, 2-hydroxypropyl ether",4,-0.6491432313002712,-0.9215160508317,Inorganic compounds & metal salts
"poly(oxy-1,2-ethanediyl), α-methyl-ω-hydroxy-",4,1.392437564941489,2.685498009188747,Inorganic compounds & metal salts
"cellulose, 2-sulfoethyl ether",4,1.3894454713784092,2.6923697094756123,Inorganic compounds & metal salts
"(1,1,3,3-tetramethylbutyl)-phenyl-polyethylenglycol",3,-2.324164998916543,-0.5238450069588667,Petroleum & coal tar fractions
"acetic acid ethenyl ester, polymer with ethene, sodium 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-1- propanesulfonate and ethenyl tert-decanoate",4,0.02327536306008038,-1.7120761771363264,Inorganic compounds & metal salts
acrylic acid and methacrylic acid ester of dihydric aliphatic alcohols with chain length C2-C18,4,1.3968824621163243,2.692502508624172,Inorganic compounds & metal salts
fatty alcohol ethoxylate,3,-0.9282245759047634,-0.7398818035286909,Petroleum & coal tar fractions
polyethylenglycol ether (EO = 1-50) of linear and branched primary alcohols,4,-0.7084435347594387,-0.9545774359864241,Inorganic compounds & metal salts
vinyl ether of monohydric aliphatic saturated alcohols with chain length C1-C18,4,-0.2572780970610744,-0.5280190606278425,Inorganic compounds & metal salts
isothiazolinone,4,0.22931902370079693,-1.610133518711949,Inorganic compounds & metal salts
"alcohols, C6-C12, ethoxylated",4,-0.8276127699889309,-0.9803420801323897,Inorganic compounds & metal salts
"alcohols, C12-C14, ethoxylated",4,-0.8053668860472805,-0.924803187386418,Inorganic compounds & metal salts
"alcohols, C12-C16, ethoxylated",3,-5.457668674377358,0.8114535908537859,Petroleum & coal tar fractions
"alcohols, C9-C11 ethoxylated sulfates, sodium salts",4,0.05427138766869244,-1.8480892081421858,Inorganic compounds & metal salts
"alcohols, C10-C16, ethoxylated, sulfates, sodium salts",4,0.010401653858267634,-1.8101982970398909,Inorganic compounds & metal salts
"alcohols, C12-C14, ethoxylated, sulfates, sodium salts",4,-0.02457906046286884,-1.7945853371781355,Inorganic compounds & metal salts
"alcohols, C12-C14, secondary",4,0.2452458616219395,0.918888698084926,Inorganic compounds & metal salts
"alcohols, C12-C14, secondary ethoxylated",4,0.21957956513985333,0.8825296859580034,Inorganic compounds & metal salts
"alkene (sulfonic acid, C14-C16-alkane hydroxy & C14-C16-alkene sodium salts)",4,0.21163229903801617,0.890396426184749,Inorganic compounds & metal salts
"alkyl sulfate, sodium (mono C10-C16-alkyl esters)",4,0.1540073033295506,-2.0497627158326153,Inorganic compounds & metal salts
alkylpolyethoxypolypropoxy benzylether,4,-0.0304477337874538,-1.7904534239930159,Inorganic compounds & metal salts
"amines, coco alkyldimethyl, N-oxides",3,-0.7755510930098659,1.0323479275542253,Petroleum & coal tar fractions
alkyl sulfate sodium (mono C9-C13 alkyl esters),4,-0.5408939246214992,0.5802229742842668,Inorganic compounds & metal salts
"butanedioic acid, sulfo-, C-(2-coco amidoethyl) esters, disodium salts",4,-2.1652869109191064,0.31484521435079516,Inorganic compounds & metal salts
"coconut diethanolamide (coco N,N-bis hydroxyethyl)",3,-2.4104491595305566,1.6326065163451189,Petroleum & coal tar fractions
"N-coco sulfosuccinamate, disodium (butanoic acid,4-amino-4-oxy-2-sulfo-,N-coco alkyl derivs)",4,-0.5503929976500637,0.575759659274196,Inorganic compounds & metal salts
dimethyl siloxane reaction products with silica,4,-0.8074642542876369,0.6385303835707659,Inorganic compounds & metal salts
"fatty acids, C16-C18 (stearic acid)",4,-3.192345512298501,2.219839821322536,Inorganic compounds & metal salts
"fatty acids, coco, reaction products with ethanolamine, ethoxylated",3,-1.1386127594985134,1.0157762865859026,Petroleum & coal tar fractions
"naphthalenesulfonic acids, reaction products with formaldehyde, sodium salts",1,-1.9063073519744045,-2.702974786297703,Reaction masses
"quaternary ammonium, C14-C18, alkyltrimethyl chlorides",4,1.4351349945984715,0.4249424140292162,Inorganic compounds & metal salts
"quaternary ammonium compounds, (carboxymethyl)(3-cocoamidopropyl)dimethyl-hydroxides, inner salts",4,2.402110445114219,0.1335724096137041,Inorganic compounds & metal salts
sodium dodecyl to pentadecyl ether sulfonates,4,-1.8983632449187404,-1.38274012996378,Inorganic compounds & metal salts
polyethylene glycol,3,-2.163250816253579,2.446500549777126,Petroleum & coal tar fractions
"fatty acids, C8-C18 and C18-unsatd., 
reaction products with diethanolamine and propylene oxide",3,-2.214216840652383,2.3909196953612324,Petroleum & coal tar fractions
"alcohols, C9-C11, ethoxylated propoxylated",4,-0.7532470349349147,1.1401807169753069,Inorganic compounds & metal salts
"alcohols, C9-C11-branched, ethoxylated propoxylated",4,-0.9176803950347072,-0.7488959927720076,Inorganic compounds & metal salts
"alcohols, C9-C11-branched, ethoxylated",4,2.1738453980408545,-0.2541916866463667,Inorganic compounds & metal salts
"acetic acid ethenyl ester, polymer with chloroethene and ethene",4,-0.12121797838584247,-1.698083867566014,Inorganic compounds & metal salts
"acetic acid ethenyl ester, polymer with ethenol",4,-0.12789864578620258,-1.7381131549042708,Inorganic compounds & metal salts
polydimethylsiloxane,4,0.030087279888235896,-1.8763637442749983,Inorganic compounds & metal salts
"distillates (petroleum), hydrotreated heavy naphthenic; base oil — unspecified",4,-0.7067817572631008,-0.9700125951928145,Inorganic compounds & metal salts
"distillates (petroleum), hydrotreated light naphthenic; base oil — unspecified",4,-0.6874678257979518,-0.9654008050126082,Inorganic compounds & metal salts
"distillates (petroleum), hydrotreated light paraffinic",3,-2.501444232849038,-0.7402730484169966,Petroleum & coal tar fractions
"distillates (petroleum), solvent-dewaxed light paraffinic; base oil — unspecified",2,8.311983215423666,-1.5073757071656233,Complex substances (UVCB with structure)
"alcohol, C10-C14, ethoxylated",2,8.286316978546225,-1.50744294120493,Complex substances (UVCB with structure)
"fatty acid, C12-C18",2,8.039724456878744,-1.6345906157654768,Complex substances (UVCB with structure)
"fatty acid, C16-C18 and C18-unsaturated",2,8.010849105926596,-1.5667908091706282,Complex substances (UVCB with structure)
"fatty acids, C8-C18 and C18-unsaturated",4,-0.008718145278847844,-1.7899228234452254,Inorganic compounds & metal salts
"glycerides, C12-C18 (triglycerides C12-C18 (even numbered))",4,1.4717255707703465,0.4219034712153429,Inorganic compounds & metal salts
"alcohols, C12-C15, ethoxylated",4,1.5407044168434971,0.2454365293818468,Inorganic compounds & metal salts
"alcohols, C11-C15-secondary, ethoxylated",4,1.4950486298523777,0.1836309085923189,Inorganic compounds & metal salts
"alcohols, C10-C12, ethoxylated propoxylated",4,2.254822718711936,-1.2496148247879988,Inorganic compounds & metal salts
"alcohols, C9-C11, ethoxylated",4,-0.014085126308358342,-1.7781203885239607,Inorganic compounds & metal salts
molasses,4,0.027039575191580623,-1.8141912121933943,Inorganic compounds & metal salts
"alcohols, C11-C14-Iso",4,-0.1253152612723476,-1.7136112351578718,Inorganic compounds & metal salts
"alcohols, C8-C18",4,0.04320095738991436,-1.843497981564427,Inorganic compounds & metal salts
"silane, dichlorodimethyl-, reaction products with silica",6,1.2657396074257725,4.143770466311549,"Polymers, fatty acids & surfactants"
"alcohols, C16-C18 and C18-unsatd., ethoxylated",4,0.22707812747582135,-2.062694062725926,Inorganic compounds & metal salts
"poly(oxy-1,2-ethanediyl), α-(3-carboxy-1-oxosulfopropyl)-ω-hydroxy-, C10-C12-alkyl ethers, disodium salts",4,0.24345146379097637,-2.085350503460789,Inorganic compounds & metal salts
"alcohols, C8-C18, ethoxylated propoxylated",1,-1.908583057311929,-2.663759459988499,Reaction masses
"alcohols, C12-C18, ethoxylated propoxylated",4,0.04278551301582989,-1.819559206501866,Inorganic compounds & metal salts
"alcohols, tallow, propoxylated",3,-2.240894925979531,-0.5522358913582808,Petroleum & coal tar fractions
"ethanol, 2,2'-iminobis-, N-C12-C18-alkyl derivs.",4,-0.14836700001136127,-1.6811711688202864,Inorganic compounds & metal salts
"alcohols, C11-C14-iso-, C13-rich, ethoxylated",4,-0.16865683832541767,-1.7034014363450056,Inorganic compounds & metal salts
paraffin waxes and hydrocarbon waxes,4,-0.12262482681647602,-1.6710907120865828,Inorganic compounds & metal salts
rapeseed oil methyl ester,4,-2.320692909149087,0.5514812569457048,Inorganic compounds & metal salts
"alcohols, C9-C16, ethoxylated",4,-0.0014195565261012622,-1.7951213021439558,Inorganic compounds & metal salts
fatty acid polyglycol esters,2,5.299351799102866,-0.2977107365292555,Complex substances (UVCB with structure)
"polycarboxylate ether made of a combination of the following
- acrylic acid (CAS No. 79-10-7), and/or
- poly(oxy-1,2-ethanediyl), α-[4-(ethenyloxy)butyl]-ω-hydroxy- (CAS No. 126682-74-4), and/or
- poly(oxy-1,2-ethanediyl), α-(3-methyl-3-buten-1-yl)-ω-hydroxy- (CAS No. 110412-77-6), and/or
- hydroxypropylacrylate (CAS No. 25584-83-2), and/or
- polyethylene glycol monomethallylether (CAS No. 31497-33-3)",4,2.6034790154419776,0.6945847968893999,Inorganic compounds & metal salts
melamine sulfonates,4,0.030285644146048396,-1.8293284077805525,Inorganic compounds & metal salts
naphthalene sulfonates,4,1.219715523334586,-0.5158530969780928,Inorganic compounds & metal salts
substances releasing formaldehyde,4,-2.2797626380004052,-0.6578013796967512,Inorganic compounds & metal salts
Enamel,1,-0.9925079468764431,1.1461042265730852,Reaction masses
Borosilicate glass,4,-2.0320283297576074,-0.13801850868883192,Inorganic compounds & metal salts
Soda-lime glass,4,-1.6095219973601467,-1.9406238694352156,Inorganic compounds & metal salts
Al2O3 and SiO2 ceramics,1,1.1236982818566197,3.5886087517577168,Reaction masses
ZrO2 ceramics,6,0.37235899529083905,3.3286500077086445,"Polymers, fatty acids & surfactants"
Hard ferrite ceramics,1,0.4339975293599003,3.3725152115660664,Reaction masses
Silicon carbide (SiC) ceramics,1,0.11068253478630719,3.373725662692165,Reaction masses
Silicon carbide with free carbon (SISIC-C) ceramics,1,-0.3791474226988918,3.7476165394621845,Reaction masses
Tungsten carbide (WC) ceramics,1,-0.016098630813515813,3.8985869984465595,Reaction masses
